"device_id";"device_type";"manufacturer";"model";"country";"failure_event_count";"downtime";"maintenance_cost";"maintenance_frequency";"maintenance_class";"risk_score"
"MD04115";"X-Ray Machine";"CardioSync";"Model-500";"Italy";1;3.28;8127.27;5;1;16.41
"MD04116";"PET Scanner";"CardioSync";"Model-500";"UK";1;20.65;16259.35;2;3;41.91
"MD04118";"Defibrillator";"ScanPro";"Model-400";"Italy";4;13.57;7827.98;3;2;41.4
"MD04119";"MRI Scanner";"ScanPro";"Model-650";"USA";0;8.52;6308.14;4;3;14.83
"MD04120";"CT Scanner";"ScanPro";"Model-650";"UK";3;2.77;6659.34;2;1;24.43
"MD04121";"PET Scanner";"CardioSync";"Model-450";"Japan";2;26.55;11282.1;4;3;47.83
"MD04122";"MRI Scanner";"MedEquip";"Model-650";"Canada";3;5.43;6049.06;1;1;26.48
"MD04124";"Defibrillator";"CardioSync";"Model-350";"USA";2;18.79;14675.68;5;3;43.47
"MD04126";"Defibrillator";"ImagingTech";"Model-600";"USA";0;6.19;7950.62;2;1;14.14
"MD04127";"CT Scanner";"RescueTech";"Model-550";"Japan";1;10.63;5613.35;1;1;21.24
"MD04128";"X-Ray Machine";"ImagingTech";"Model-550";"Canada";0;15.17;13494.78;1;2;28.66
"MD04129";"MRI Scanner";"RescueTech";"Model-650";"Japan";1;20.83;34937.22;3;3;60.77
"MD04130";"Defibrillator";"UltraMed";"Model-100";"France";4;17.19;9749.01;5;2;46.94
"MD04131";"CT Scanner";"ScanPro";"Model-400";"Italy";0;29.07;14017.42;3;3;43.09
"MD04132";"MRI Scanner";"CardioSync";"Model-200";"UK";1;9.3;709.7;1;3;15.01
"MD04133";"PET Scanner";"MedEquip";"Model-300";"France";4;11.29;9629.6;3;2;40.92
"MD04134";"MRI Scanner";"RescueTech";"Model-200";"Japan";3;4.28;17221.83;1;3;36.5
"MD04135";"CT Scanner";"MedEquip";"Model-550";"Japan";2;5.63;4972.05;1;1;20.6
"MD04136";"Infusion Pump";"ImagingTech";"Model-250";"Italy";5;16.25;-78.45;4;3;41.17
"MD04137";"CT Scanner";"RescueTech";"Model-200";"Canada";3;1.45;6374.66;3;1;22.82
"MD04138";"CT Scanner";"ScanPro";"Model-300";"France";4;8.24;5367.12;4;1;33.61
"MD04139";"MRI Scanner";"ScanPro";"Model-350";"Canada";1;17.69;19590.88;5;3;42.28
"MD04140";"Defibrillator";"MedEquip";"Model-250";"USA";3;18.9;-4029.48;2;2;29.87
"MD04141";"Infusion Pump";"CardioSync";"Model-450";"Japan";2;20.24;15205.45;4;3;45.45
"MD04143";"PET Scanner";"RescueTech";"Model-300";"Japan";3;7.08;5383.33;3;2;27.46
"MD04145";"PET Scanner";"RescueTech";"Model-200";"Italy";2;10.22;2767.46;5;1;22.99
"MD04146";"Defibrillator";"ScanPro";"Model-200";"Italy";4;5.25;3483.94;2;1;28.73
"MD04147";"Infusion Pump";"ScanPro";"Model-400";"Canada";0;5.99;2560.11;4;1;8.55
"MD04148";"Defibrillator";"ScanPro";"Model-650";"Canada";0;20.33;15164.41;3;3;35.49
"MD04151";"MRI Scanner";"RescueTech";"Model-300";"USA";3;7.4;3894.47;2;2;26.29
"MD04152";"X-Ray Machine";"ScanPro";"Model-200";"Italy";0;2.45;2399.71;5;1;4.85
"MD04154";"CT Scanner";"CardioSync";"Model-300";"USA";2;11.73;11653.94;4;3;33.38
"MD04155";"Defibrillator";"UltraMed";"Model-100";"France";2;4.77;3289.16;4;2;18.06
"MD04156";"PET Scanner";"MedEquip";"Model-150";"Italy";0;6.4;5932.9;4;1;12.33
"MD04157";"MRI Scanner";"ImagingTech";"Model-400";"Canada";1;5.43;19210.74;2;3;29.64
"MD04158";"X-Ray Machine";"MedEquip";"Model-350";"Italy";2;11.5;6041.85;5;2;27.54
"MD04159";"PET Scanner";"UltraMed";"Model-600";"UK";1;1.67;6450.12;4;1;13.12
"MD04160";"Defibrillator";"ScanPro";"Model-200";"France";3;14.7;9020.78;3;2;38.72
"MD04162";"X-Ray Machine";"UltraMed";"Model-250";"Canada";0;16.68;3108.54;4;2;19.79
"MD04163";"Defibrillator";"ImagingTech";"Model-350";"UK";1;11.08;2466.12;2;2;18.55
"MD04164";"MRI Scanner";"UltraMed";"Model-650";"USA";3;11.23;4257.76;5;1;30.49
"MD04166";"Defibrillator";"RescueTech";"Model-300";"UK";0;13.86;5404.42;1;2;19.26
"MD04167";"Infusion Pump";"UltraMed";"Model-300";"Italy";0;13.14;13308.02;4;3;26.45
"MD04168";"MRI Scanner";"ScanPro";"Model-200";"Japan";5;29.6;16656.09;2;3;71.26
"MD04169";"MRI Scanner";"CardioSync";"Model-450";"France";4;4.44;-1150.48;1;1;23.29
"MD04170";"X-Ray Machine";"RescueTech";"Model-550";"Italy";2;21.59;16247.09;5;3;47.84
"MD04171";"CT Scanner";"RescueTech";"Model-600";"Italy";1;4.87;7409.76;5;1;17.28
"MD04175";"CT Scanner";"UltraMed";"Model-650";"Canada";3;25.23;10541.38;1;3;50.77
"MD04176";"PET Scanner";"CardioSync";"Model-350";"USA";2;16.35;15906.28;4;3;42.26
"MD04177";"X-Ray Machine";"CardioSync";"Model-650";"Canada";2;2.64;5060.21;5;1;17.7
"MD04178";"PET Scanner";"MedEquip";"Model-150";"Japan";1;2.41;7005.94;5;2;14.42
"MD04179";"CT Scanner";"ImagingTech";"Model-650";"Canada";2;10.47;13277.62;1;2;33.75
"MD04180";"CT Scanner";"ScanPro";"Model-450";"UK";4;7.24;17579.96;3;3;44.82
"MD04181";"Defibrillator";"MedEquip";"Model-600";"France";6;16.61;10168.68;3;2;56.78
"MD04182";"CT Scanner";"RescueTech";"Model-600";"Japan";4;18.43;4081.77;2;2;42.51
"MD04183";"X-Ray Machine";"ImagingTech";"Model-300";"UK";1;7.41;699.79;2;1;13.11
"MD04186";"MRI Scanner";"UltraMed";"Model-550";"UK";2;9.26;5347.32;2;1;24.61
"MD04187";"X-Ray Machine";"UltraMed";"Model-450";"UK";2;4.35;23255.46;3;3;37.61
"MD04191";"Infusion Pump";"MedEquip";"Model-500";"Japan";1;4.2;9033.53;3;2;18.23
"MD04192";"Defibrillator";"RescueTech";"Model-450";"USA";0;3.55;1255.33;5;1;4.81
"MD04194";"CT Scanner";"ImagingTech";"Model-500";"Italy";3;8.87;385.56;1;1;24.26
"MD04195";"CT Scanner";"MedEquip";"Model-600";"France";2;3.26;8067.08;2;2;21.33
"MD04196";"MRI Scanner";"CardioSync";"Model-150";"UK";1;8.71;2247.6;4;1;15.96
"MD04197";"Infusion Pump";"UltraMed";"Model-350";"France";7;11.54;8545.3;4;2;55.09
"MD04199";"CT Scanner";"MedEquip";"Model-500";"USA";2;10.91;1963.01;5;1;22.87
"MD04200";"PET Scanner";"CardioSync";"Model-350";"USA";0;6.94;3295.49;4;1;10.24
"MD04202";"X-Ray Machine";"RescueTech";"Model-100";"USA";2;7.87;4885.82;4;1;22.76
"MD04203";"MRI Scanner";"ImagingTech";"Model-550";"USA";1;2.93;-542.87;3;1;7.39
"MD04204";"MRI Scanner";"ImagingTech";"Model-500";"UK";3;24.35;8737.3;2;3;48.09
"MD04205";"PET Scanner";"CardioSync";"Model-200";"France";1;3.55;10816.36;2;2;19.37
"MD04207";"X-Ray Machine";"ScanPro";"Model-200";"Japan";1;7.15;6094.9;1;1;18.24
"MD04209";"CT Scanner";"MedEquip";"Model-100";"USA";2;5.7;2618.35;4;1;18.32
"MD04210";"CT Scanner";"ImagingTech";"Model-250";"USA";2;12.42;3208.77;3;3;25.63
"MD04211";"X-Ray Machine";"MedEquip";"Model-200";"USA";2;21.45;12848.56;3;3;44.3
"MD04212";"X-Ray Machine";"MedEquip";"Model-200";"Japan";1;6.05;533.73;3;1;11.58
"MD04213";"Defibrillator";"CardioSync";"Model-500";"Japan";2;13.77;5381.46;5;2;29.15
"MD04214";"CT Scanner";"MedEquip";"Model-600";"USA";2;5.34;5378.57;4;1;20.72
"MD04216";"Defibrillator";"RescueTech";"Model-150";"Japan";2;21.78;18889.93;3;3;50.67
"MD04217";"MRI Scanner";"CardioSync";"Model-150";"Japan";2;4.11;2741.82;2;2;16.85
"MD04219";"X-Ray Machine";"CardioSync";"Model-150";"Japan";1;14.36;8433.45;2;3;27.79
"MD04221";"CT Scanner";"CardioSync";"Model-550";"UK";0;6.75;4599.95;1;1;11.35
"MD04223";"Infusion Pump";"CardioSync";"Model-350";"France";2;10.64;9394.52;3;2;30.03
"MD04224";"Defibrillator";"ScanPro";"Model-650";"USA";1;14.62;2994.32;1;2;22.61
"MD04227";"MRI Scanner";"ImagingTech";"Model-450";"Canada";3;23.7;12253.99;1;3;50.95
"MD04228";"CT Scanner";"CardioSync";"Model-350";"France";0;15.53;5537.89;2;2;21.07
"MD04229";"Infusion Pump";"UltraMed";"Model-600";"France";5;9.03;6053.83;4;2;40.08
"MD04230";"CT Scanner";"MedEquip";"Model-600";"UK";1;3.36;7172.16;1;1;15.53
"MD04231";"CT Scanner";"UltraMed";"Model-150";"France";2;4.32;716.11;4;3;15.04
"MD04232";"Infusion Pump";"MedEquip";"Model-100";"France";3;14.1;9041.93;2;2;38.14
"MD04233";"X-Ray Machine";"CardioSync";"Model-200";"USA";2;4.11;9655.83;3;2;23.77
"MD04235";"X-Ray Machine";"ScanPro";"Model-550";"UK";2;6.01;584.5;2;1;16.59
"MD04236";"CT Scanner";"UltraMed";"Model-450";"UK";0;29.12;16074.13;1;3;45.19
"MD04239";"MRI Scanner";"ImagingTech";"Model-650";"France";2;13.91;5635.52;1;3;29.55
"MD04241";"Defibrillator";"UltraMed";"Model-550";"UK";3;9.14;2976.07;5;1;27.12
"MD04242";"Infusion Pump";"MedEquip";"Model-500";"France";2;18.98;4187.72;5;2;33.17
"MD04243";"PET Scanner";"MedEquip";"Model-550";"Italy";4;1.03;6567.87;1;1;27.6
"MD04246";"Infusion Pump";"RescueTech";"Model-300";"Japan";1;14.57;6116.59;4;2;25.69
"MD04247";"MRI Scanner";"CardioSync";"Model-100";"UK";2;7.9;2289.2;5;1;20.19
"MD04248";"CT Scanner";"MedEquip";"Model-350";"USA";3;7.5;7747.94;2;2;30.25
"MD04250";"Defibrillator";"ScanPro";"Model-100";"Japan";0;19.1;6473.79;3;3;25.57
"MD04252";"Infusion Pump";"RescueTech";"Model-600";"Canada";7;19.04;4964.01;4;3;59.0
"MD04254";"MRI Scanner";"RescueTech";"Model-250";"Canada";3;13.44;-830.76;3;3;27.61
"MD04256";"X-Ray Machine";"UltraMed";"Model-450";"Italy";5;25.8;8707.12;5;3;59.51
"MD04257";"CT Scanner";"RescueTech";"Model-150";"UK";6;3.92;4067.19;1;1;37.99
"MD04258";"MRI Scanner";"MedEquip";"Model-550";"Canada";4;6.35;3238.3;3;2;29.59
"MD04259";"MRI Scanner";"MedEquip";"Model-400";"France";4;10.35;3557.57;2;1;33.91
"MD04261";"CT Scanner";"UltraMed";"Model-400";"UK";2;8.52;14592.8;4;3;33.11
"MD04262";"Infusion Pump";"CardioSync";"Model-200";"USA";1;28.6;14996.46;2;3;48.6
"MD04263";"MRI Scanner";"UltraMed";"Model-450";"Japan";3;1.3;7557.88;4;1;23.86
"MD04264";"PET Scanner";"CardioSync";"Model-550";"Canada";4;18.61;12117.77;2;3;50.73
"MD04265";"MRI Scanner";"RescueTech";"Model-100";"USA";2;20.28;11189.34;1;3;41.47
"MD04267";"MRI Scanner";"ScanPro";"Model-650";"Canada";1;23.12;12449.95;5;3;40.57
"MD04268";"Infusion Pump";"ImagingTech";"Model-450";"France";0;9.09;3779.64;3;1;12.87
"MD04269";"PET Scanner";"MedEquip";"Model-550";"Japan";3;2.53;10190.38;1;1;27.72
"MD04270";"Infusion Pump";"ScanPro";"Model-500";"UK";6;7.33;3879.66;1;2;41.21
"MD04271";"MRI Scanner";"ScanPro";"Model-450";"Canada";2;14.42;16239.34;5;2;40.66
"MD04272";"CT Scanner";"MedEquip";"Model-300";"Italy";1;14.21;14928.24;3;3;34.14
"MD04273";"Defibrillator";"UltraMed";"Model-550";"Canada";2;3.06;6553.2;5;2;19.61
"MD04274";"PET Scanner";"MedEquip";"Model-350";"France";1;2.25;11146.11;3;2;18.4
"MD04275";"PET Scanner";"RescueTech";"Model-250";"Canada";5;3.08;6196.73;3;1;34.28
"MD04276";"Infusion Pump";"CardioSync";"Model-400";"Japan";3;2.89;1892.44;1;1;19.78
"MD04277";"Infusion Pump";"RescueTech";"Model-600";"Japan";1;13.5;13508.96;3;2;32.01
"MD04278";"Infusion Pump";"RescueTech";"Model-550";"Japan";2;7.74;14067.29;2;3;31.81
"MD04279";"MRI Scanner";"CardioSync";"Model-200";"UK";2;14.51;15722.89;4;3;40.23
"MD04280";"CT Scanner";"CardioSync";"Model-100";"UK";5;11.19;17625.79;1;3;53.82
"MD04281";"PET Scanner";"ScanPro";"Model-450";"Canada";1;3.98;3645.9;5;1;12.63
"MD04282";"X-Ray Machine";"MedEquip";"Model-150";"USA";3;5.05;6691.53;5;2;26.74
"MD04284";"PET Scanner";"ImagingTech";"Model-550";"Italy";2;4.84;4809.99;3;1;19.65
"MD04286";"PET Scanner";"ImagingTech";"Model-150";"Japan";4;24.62;23491.64;3;3;68.11
"MD04287";"Infusion Pump";"RescueTech";"Model-150";"Italy";1;28.97;7837.5;5;3;41.81
"MD04289";"Infusion Pump";"UltraMed";"Model-200";"USA";3;6.31;1530.04;4;1;22.84
"MD04290";"X-Ray Machine";"UltraMed";"Model-250";"UK";5;14.75;12153.94;1;3;51.9
"MD04291";"CT Scanner";"UltraMed";"Model-150";"Italy";4;23.99;1210.07;3;3;45.2
"MD04293";"MRI Scanner";"CardioSync";"Model-650";"Canada";1;2.05;-906.57;1;2;6.14
"MD04295";"CT Scanner";"CardioSync";"Model-350";"France";0;17.66;11441.44;5;2;29.1
"MD04296";"X-Ray Machine";"ScanPro";"Model-650";"Italy";0;5.02;3944.87;4;1;8.96
"MD04297";"PET Scanner";"ScanPro";"Model-300";"Canada";1;12.55;8048.91;5;2;25.6
"MD04298";"CT Scanner";"CardioSync";"Model-100";"Italy";1;8.44;8023.97;4;2;21.46
"MD04301";"MRI Scanner";"MedEquip";"Model-350";"Japan";0;14.66;14605.64;4;2;29.27
"MD04302";"MRI Scanner";"ScanPro";"Model-550";"Canada";2;7.98;5228.17;4;1;23.21
"MD04303";"MRI Scanner";"UltraMed";"Model-150";"UK";3;2.28;11985.12;1;2;29.27
"MD04304";"Infusion Pump";"MedEquip";"Model-300";"Japan";1;8.73;8515.45;5;2;22.25
"MD04305";"X-Ray Machine";"UltraMed";"Model-400";"Japan";1;15.66;5510.62;4;2;26.17
"MD04306";"Infusion Pump";"ScanPro";"Model-150";"Japan";3;9.25;3311.76;3;1;27.56
"MD04307";"X-Ray Machine";"UltraMed";"Model-150";"Canada";1;12.68;3400.13;1;2;21.08
"MD04308";"PET Scanner";"RescueTech";"Model-150";"UK";2;18.13;9274.71;2;2;37.4
"MD04310";"MRI Scanner";"RescueTech";"Model-600";"Japan";2;14.46;7984.82;3;3;32.44
"MD04311";"CT Scanner";"RescueTech";"Model-600";"Japan";2;1.87;5405.23;1;1;17.28
"MD04312";"CT Scanner";"ImagingTech";"Model-200";"Canada";0;3.52;2286.09;2;1;5.81
"MD04314";"Defibrillator";"CardioSync";"Model-400";"USA";2;4.01;5568.4;1;1;19.58
"MD04315";"X-Ray Machine";"RescueTech";"Model-150";"Japan";3;29.44;21745.46;3;3;66.19
"MD04317";"CT Scanner";"ImagingTech";"Model-450";"Japan";0;14.42;23061.62;2;3;37.48
"MD04318";"Defibrillator";"ScanPro";"Model-300";"UK";1;24.44;18404.22;2;3;47.84
"MD04319";"X-Ray Machine";"MedEquip";"Model-150";"Canada";2;3.37;12586.65;3;3;25.96
"MD04321";"MRI Scanner";"RescueTech";"Model-300";"Canada";1;2.91;4612.03;5;2;12.52
"MD04322";"X-Ray Machine";"MedEquip";"Model-550";"Japan";2;4.85;4763.7;4;1;19.61
"MD04323";"PET Scanner";"RescueTech";"Model-250";"USA";0;6.63;6840.45;5;2;13.47
"MD04324";"X-Ray Machine";"CardioSync";"Model-550";"Japan";0;16.62;13807.19;2;3;30.43
"MD04325";"PET Scanner";"ImagingTech";"Model-150";"Canada";3;2.84;4261.1;3;1;22.1
"MD04326";"MRI Scanner";"RescueTech";"Model-150";"Canada";2;3.87;12920.33;3;3;26.79
"MD04327";"Defibrillator";"MedEquip";"Model-450";"USA";2;2.4;13260.43;4;2;25.66
"MD04328";"X-Ray Machine";"RescueTech";"Model-350";"USA";1;21.91;26128.17;4;3;53.04
"MD04329";"CT Scanner";"ImagingTech";"Model-200";"Canada";2;24.47;12596.22;5;3;47.07
"MD04330";"MRI Scanner";"ImagingTech";"Model-150";"UK";2;19.13;6911.38;5;3;36.04
"MD04333";"Defibrillator";"ImagingTech";"Model-200";"USA";3;22.9;20623.23;1;3;58.52
"MD04334";"PET Scanner";"MedEquip";"Model-100";"Japan";3;10.3;14089.57;3;2;39.39
"MD04335";"Infusion Pump";"ImagingTech";"Model-350";"USA";3;8.95;6014.65;4;2;29.96
"MD04336";"PET Scanner";"RescueTech";"Model-550";"Japan";3;8.97;11872.66;5;3;35.84
"MD04337";"CT Scanner";"CardioSync";"Model-100";"Japan";2;18.19;11053.55;3;3;39.24
"MD04338";"CT Scanner";"CardioSync";"Model-200";"France";2;19.99;13329.28;2;3;43.32
"MD04340";"Defibrillator";"ImagingTech";"Model-600";"Canada";1;8.3;1212.73;1;1;14.51
"MD04341";"Defibrillator";"UltraMed";"Model-400";"Canada";4;4.7;3671.7;2;1;28.37
"MD04342";"Infusion Pump";"CardioSync";"Model-650";"USA";0;4.26;5604.23;1;1;9.86
"MD04343";"X-Ray Machine";"ImagingTech";"Model-650";"Italy";2;2.45;6492.71;1;1;18.94
"MD04344";"Infusion Pump";"ImagingTech";"Model-500";"Italy";2;4.4;16970.18;5;3;31.37
"MD04345";"Infusion Pump";"ScanPro";"Model-300";"UK";2;28.77;4665.98;4;3;43.44
"MD04347";"PET Scanner";"RescueTech";"Model-300";"Japan";3;6.52;4133.99;3;1;25.65
"MD04348";"MRI Scanner";"UltraMed";"Model-550";"Canada";5;7.45;26541.26;3;3;58.99
"MD04349";"MRI Scanner";"CardioSync";"Model-350";"USA";3;15.99;8615.09;5;2;39.61
"MD04352";"PET Scanner";"MedEquip";"Model-400";"Japan";1;26.66;15166.92;2;3;46.83
"MD04353";"PET Scanner";"UltraMed";"Model-200";"Canada";3;14.42;12728.42;5;2;42.15
"MD04354";"MRI Scanner";"RescueTech";"Model-100";"USA";0;21.79;17353.26;5;3;39.14
"MD04356";"MRI Scanner";"ScanPro";"Model-500";"Italy";2;11.52;-691.3;2;2;20.83
"MD04357";"Infusion Pump";"ImagingTech";"Model-250";"Japan";4;6.12;9420.25;4;2;35.54
"MD04358";"X-Ray Machine";"RescueTech";"Model-200";"Italy";4;4.64;5152.33;4;3;29.79
"MD04359";"X-Ray Machine";"ScanPro";"Model-150";"Japan";3;1.58;4942.63;4;1;21.52
"MD04360";"X-Ray Machine";"CardioSync";"Model-450";"Canada";4;22.65;10845.23;2;3;53.5
"MD04363";"MRI Scanner";"UltraMed";"Model-500";"France";1;7.93;3356.61;3;2;16.29
"MD04364";"Infusion Pump";"ImagingTech";"Model-250";"UK";3;3.09;8461.33;5;2;26.55
"MD04365";"CT Scanner";"MedEquip";"Model-550";"France";1;12.09;16481.19;3;3;33.57
"MD04368";"PET Scanner";"UltraMed";"Model-100";"UK";1;1.86;6692.78;2;1;13.55
"MD04369";"MRI Scanner";"ScanPro";"Model-250";"Japan";1;9.11;1142.16;2;1;15.25
"MD04370";"PET Scanner";"UltraMed";"Model-400";"UK";3;6.93;3292.27;1;3;25.22
"MD04371";"PET Scanner";"RescueTech";"Model-650";"UK";2;12.98;24964.69;4;3;47.94
"MD04372";"CT Scanner";"ImagingTech";"Model-300";"UK";0;4.17;7640.16;4;2;11.81
"MD04374";"CT Scanner";"ImagingTech";"Model-350";"France";4;17.14;8910.74;5;2;46.05
"MD04378";"PET Scanner";"ImagingTech";"Model-550";"UK";0;18.39;15312.64;1;3;33.7
"MD04379";"Defibrillator";"RescueTech";"Model-550";"Japan";1;12.59;4732.47;4;2;22.32
"MD04380";"Defibrillator";"RescueTech";"Model-650";"UK";2;26.04;18785.8;3;3;54.83
"MD04381";"MRI Scanner";"ImagingTech";"Model-550";"Canada";2;11.13;4941.67;3;2;26.07
"MD04382";"X-Ray Machine";"UltraMed";"Model-100";"Italy";4;5.21;1185.82;5;1;26.4
"MD04383";"CT Scanner";"RescueTech";"Model-650";"USA";1;11.99;14758.92;1;2;31.75
"MD04384";"CT Scanner";"RescueTech";"Model-150";"Italy";0;5.0;-161.36;1;1;4.84
"MD04385";"Defibrillator";"ImagingTech";"Model-300";"USA";2;1.43;5250.08;2;1;16.68
"MD04386";"X-Ray Machine";"UltraMed";"Model-300";"UK";1;4.52;3992.98;4;1;13.51
"MD04388";"Infusion Pump";"ImagingTech";"Model-650";"USA";4;31.5;30214.48;4;3;81.71
"MD04389";"CT Scanner";"RescueTech";"Model-300";"Japan";1;6.11;5095.36;4;2;16.21
"MD04391";"Infusion Pump";"UltraMed";"Model-150";"France";1;6.22;11649.66;5;3;22.87
"MD04392";"Defibrillator";"ImagingTech";"Model-300";"Italy";2;15.9;11934.17;5;2;37.83
"MD04393";"CT Scanner";"ScanPro";"Model-100";"USA";2;7.49;4582.42;1;2;22.07
"MD04395";"CT Scanner";"ImagingTech";"Model-150";"France";2;5.85;5973.12;5;1;21.82
"MD04396";"CT Scanner";"ImagingTech";"Model-300";"UK";0;8.89;3806.03;1;1;12.7
"MD04397";"MRI Scanner";"MedEquip";"Model-550";"Italy";0;10.55;17260.89;2;3;27.81
"MD04398";"Defibrillator";"CardioSync";"Model-450";"UK";1;4.37;5128.25;1;1;14.5
"MD04399";"Defibrillator";"UltraMed";"Model-200";"Italy";4;15.8;5319.87;1;3;41.12
"MD04400";"Infusion Pump";"RescueTech";"Model-300";"France";1;12.69;1748.15;5;2;19.44
"MD04401";"X-Ray Machine";"ScanPro";"Model-500";"UK";3;10.68;5461.38;5;2;31.14
"MD04403";"Defibrillator";"CardioSync";"Model-350";"France";2;3.51;6446.03;5;1;19.96
"MD04405";"CT Scanner";"CardioSync";"Model-550";"UK";1;10.61;14416.43;1;2;30.03
"MD04406";"MRI Scanner";"ScanPro";"Model-300";"France";0;2.89;10847.54;4;2;13.74
"MD04407";"Infusion Pump";"ImagingTech";"Model-250";"Canada";2;1.39;9209.96;4;1;20.6
"MD04408";"Defibrillator";"RescueTech";"Model-350";"UK";2;3.48;1197.38;2;1;14.68
"MD04410";"Infusion Pump";"RescueTech";"Model-200";"UK";0;6.09;1059.43;2;1;7.15
"MD04411";"PET Scanner";"MedEquip";"Model-150";"Japan";3;10.94;5660.12;3;2;31.6
"MD04412";"MRI Scanner";"MedEquip";"Model-400";"Italy";0;27.11;10426.76;1;3;37.54
"MD04413";"CT Scanner";"UltraMed";"Model-450";"Italy";3;5.84;4797.84;2;1;25.64
"MD04414";"X-Ray Machine";"ImagingTech";"Model-500";"Japan";0;26.1;15820.99;2;3;41.92
"MD04415";"X-Ray Machine";"RescueTech";"Model-500";"Italy";2;19.61;8333.11;1;3;37.94
"MD04416";"CT Scanner";"MedEquip";"Model-350";"Canada";3;29.71;2832.77;4;3;47.54
"MD04417";"CT Scanner";"ScanPro";"Model-450";"Canada";4;9.33;5768.96;3;1;35.1
"MD04418";"X-Ray Machine";"CardioSync";"Model-450";"UK";1;8.49;6039.3;3;1;19.53
"MD04420";"Infusion Pump";"CardioSync";"Model-300";"USA";2;21.95;14385.8;5;3;46.34
"MD04421";"Infusion Pump";"RescueTech";"Model-300";"France";4;7.02;3014.11;5;1;30.03
"MD04423";"MRI Scanner";"CardioSync";"Model-250";"Italy";0;5.43;3985.23;2;1;9.42
"MD04424";"CT Scanner";"ScanPro";"Model-450";"France";2;6.59;3825.64;1;2;20.42
"MD04425";"CT Scanner";"UltraMed";"Model-100";"UK";1;14.03;11855.12;3;2;30.89
"MD04426";"CT Scanner";"ScanPro";"Model-100";"Italy";3;9.22;16385.47;2;3;40.61
"MD04427";"Infusion Pump";"MedEquip";"Model-600";"Japan";2;8.75;5135.63;5;1;23.89
"MD04429";"PET Scanner";"RescueTech";"Model-400";"Japan";1;10.26;7726.93;2;3;22.99
"MD04430";"Defibrillator";"RescueTech";"Model-350";"UK";2;9.3;4586.14;2;1;23.89
"MD04431";"MRI Scanner";"ScanPro";"Model-550";"UK";1;11.59;3536.75;4;2;20.13
"MD04432";"MRI Scanner";"ImagingTech";"Model-200";"Canada";3;10.33;14332.82;5;2;39.66
"MD04433";"CT Scanner";"RescueTech";"Model-300";"Japan";2;3.89;11525.93;2;2;25.42
"MD04434";"Infusion Pump";"ScanPro";"Model-450";"Japan";1;4.45;4156.45;2;1;13.61
"MD04436";"PET Scanner";"ImagingTech";"Model-300";"USA";3;9.71;20652.63;5;3;45.36
"MD04437";"Defibrillator";"MedEquip";"Model-550";"Canada";2;5.72;6838.55;2;1;22.56
"MD04438";"CT Scanner";"CardioSync";"Model-500";"Japan";3;8.51;7437.15;4;1;30.95
"MD04439";"MRI Scanner";"CardioSync";"Model-450";"USA";3;15.67;3108.0;4;3;33.78
"MD04441";"PET Scanner";"RescueTech";"Model-300";"USA";1;9.56;722.13;1;1;15.28
"MD04442";"X-Ray Machine";"RescueTech";"Model-200";"Japan";1;6.48;4779.74;2;2;16.26
"MD04444";"PET Scanner";"ScanPro";"Model-200";"Canada";3;16.66;11054.06;4;2;42.71
"MD04445";"MRI Scanner";"ImagingTech";"Model-300";"USA";2;30.26;5853.27;3;3;46.11
"MD04446";"MRI Scanner";"UltraMed";"Model-200";"USA";1;3.51;6661.32;2;1;15.17
"MD04447";"CT Scanner";"MedEquip";"Model-400";"Italy";1;23.59;17383.39;5;3;45.97
"MD04448";"Defibrillator";"ImagingTech";"Model-500";"Italy";1;7.47;11441.48;2;2;23.91
"MD04449";"PET Scanner";"ImagingTech";"Model-400";"Canada";1;14.66;7144.92;3;2;26.8
"MD04451";"Infusion Pump";"ImagingTech";"Model-200";"Italy";2;5.5;19086.88;2;3;34.59
"MD04452";"X-Ray Machine";"ImagingTech";"Model-150";"France";1;15.65;10784.16;2;2;31.43
"MD04453";"CT Scanner";"RescueTech";"Model-300";"Japan";0;5.37;7139.27;4;2;12.51
"MD04454";"PET Scanner";"MedEquip";"Model-500";"USA";2;1.82;2079.49;3;1;13.9
"MD04455";"Infusion Pump";"ImagingTech";"Model-400";"Italy";4;6.32;6269.74;4;1;32.59
"MD04457";"PET Scanner";"RescueTech";"Model-250";"Japan";1;26.13;6682.05;1;3;37.81
"MD04458";"Infusion Pump";"MedEquip";"Model-350";"UK";1;12.37;10837.34;5;3;28.21
"MD04459";"Infusion Pump";"MedEquip";"Model-650";"Canada";1;14.88;3765.65;4;2;23.65
"MD04460";"Infusion Pump";"ImagingTech";"Model-250";"USA";0;25.98;6241.92;4;3;32.22
"MD04461";"MRI Scanner";"MedEquip";"Model-100";"USA";1;7.59;8970.21;1;2;21.56
"MD04462";"MRI Scanner";"ScanPro";"Model-150";"France";3;6.97;12086.23;4;2;34.06
"MD04463";"X-Ray Machine";"ScanPro";"Model-150";"Italy";1;9.84;3554.01;2;2;18.39
"MD04464";"Defibrillator";"MedEquip";"Model-650";"Canada";1;15.21;4299.27;3;2;24.51
"MD04465";"X-Ray Machine";"MedEquip";"Model-600";"Japan";0;4.54;5591.08;2;2;10.13
"MD04466";"X-Ray Machine";"ScanPro";"Model-450";"UK";4;3.95;1913.2;3;1;25.86
